,title,price,link
21,"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, GDDR6 4GB/Black/1.98Kg), A12UCX-265IN  ","50,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMTEwNTczNjM3MjU2NDA0OjE3Mjg4Mzk2OTg6c3BfYXRmX25leHQ6MzAwMzQxOTY5ODgxNjMyOjowOjo&url=%2FMSI-Cyborg-15-i5-12450H-A12UCX-265IN%2Fdp%2FB0C3J2MHG9%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1728839698%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
22,"HP Victus Gaming Laptop, 13th Gen Intel Core i7-13620H, 8GB RTX 4060 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O (MSO 2021, Silver, 2.29 kg), fa1333TX  ","1,04,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMTEwNTczNjM3MjU2NDA0OjE3Mjg4Mzk2OTg6c3BfYXRmX25leHQ6MzAwMzQxOTY5ODgwNDMyOjowOjo&url=%2FHP-i7-13620H-15-6-inch-Backlit-fa1333TX%2Fdp%2FB0D7H15S9Z%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1728839698%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
23,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","36,990",https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=ice_ac_b_dpb?dib=eyJ2IjoiMSJ9.0yK2l9sAtFSM5oX7Z1gIgKgceZ2IJOiszkuLcYhlpe3N6lwMpJkLZlD_Vs2c9QM5oT9BuF_9azRdm8XvLrxrydZu9_-iWVVHGPTILIFGqHXDPkg5tqzHvj7kTdjKdWyWAu6A9ChbzlpK_8JvDNgKRyoyTpH_vsI_Jpke1cd0H7N7aLA994C846c1jZXWpMBjjaUBD8xXt5Qryky3hbO8P1yiCT3F_-2HfuCSB9XO0NI.O_XJOVXlYxL-M_vsSN7nueONB8jvpp8nVXP57P5_cyE&dib_tag=se&keywords=laptops&qid=1728839692&sr=8-3
24,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ","19,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_19?dib=eyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo&dib_tag=se&keywords=laptops&qid=1728839698&sr=8-19
25,"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","31,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_20?dib=eyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo&dib_tag=se&keywords=laptops&qid=1728839698&sr=8-20
26,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB RAM/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS  ","48,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ542WS/dp/B0C5Y3JBC4/ref=sr_1_21?dib=eyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo&dib_tag=se&keywords=laptops&qid=1728839698&sr=8-21
27,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM, 144Hz Display (16GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","75,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3OTc4MjY1NDI2Mjc5MDI3OjE3Mjg4Mzk2OTg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2NzgyOTQ2ODUzMjo6MDo6&url=%2FAcer-i5-13420H-Graphics-Display-ANV15-51%2Fdp%2FB0CHJJZ9G8%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26cv_ct_cx%3Dlaptops%26dib%3DeyJ2IjoiMSJ9.f8rNl7BQ49LJt4a3lyolHSwbE9uvmkqi385K2Vzduv2BvbiQfeXBPvUYaDtSTKwEh5NlDp8SPKruBZeAWMWPvA.w22HWIIigYCxADohFtRb5Zf6abXJ42OcjoCAVrCWGAo%26dib_tag%3Dse%26keywords%3Dlaptops%26pd_rd_i%3DB0CHJJZ9G8%26pd_rd_r%3Db6bbaf51-35f3-44fa-beb4-b03be71c7252%26pd_rd_w%3DbKunT%26pd_rd_wg%3D5z9vO%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D3H9JT5FWEHW4179VGET7%26qid%3D1728839698%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-17-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
28,"Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","65,240",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3OTc4MjY1NDI2Mjc5MDI3OjE3Mjg4Mzk2OTg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE5MDM1NDM1MDMzMjo6MTo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26cv_ct_cx%3Dlaptops%26dib%3DeyJ2IjoiMSJ9.f8rNl7BQ49LJt4a3lyolHSwbE9uvmkqi385K2Vzduv2BvbiQfeXBPvUYaDtSTKwEh5NlDp8SPKruBZeAWMWPvA.w22HWIIigYCxADohFtRb5Zf6abXJ42OcjoCAVrCWGAo%26dib_tag%3Dse%26keywords%3Dlaptops%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3Db6bbaf51-35f3-44fa-beb4-b03be71c7252%26pd_rd_w%3DbKunT%26pd_rd_wg%3D5z9vO%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D3H9JT5FWEHW4179VGET7%26qid%3D1728839698%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-18-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
29,"HP Victus Gaming Laptop, Windows 11 Home, 12Th Gen Intel Core I5-12450H,4Gb RTX 3050 Gpu,15.6-Inch(39.6 Cm),Fhd,IPS,16Gb Ddr4,512Gb Ssd,Backlit Kb,Dual Speakers (Mso, Blue,2.37 Kg),Fa0666Tx/Fa0444Tx  ","65,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3OTc4MjY1NDI2Mjc5MDI3OjE3Mjg4Mzk2OTg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDI1NjQ0MzYzMjo6Mjo6&url=%2FHP-i5-12450H-15-6-inch-Response-fa0666TX%2Fdp%2FB0C2HZYM87%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26cv_ct_cx%3Dlaptops%26dib%3DeyJ2IjoiMSJ9.f8rNl7BQ49LJt4a3lyolHSwbE9uvmkqi385K2Vzduv2BvbiQfeXBPvUYaDtSTKwEh5NlDp8SPKruBZeAWMWPvA.w22HWIIigYCxADohFtRb5Zf6abXJ42OcjoCAVrCWGAo%26dib_tag%3Dse%26keywords%3Dlaptops%26pd_rd_i%3DB0C2HZYM87%26pd_rd_r%3Db6bbaf51-35f3-44fa-beb4-b03be71c7252%26pd_rd_w%3DbKunT%26pd_rd_wg%3D5z9vO%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D3H9JT5FWEHW4179VGET7%26qid%3D1728839698%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
30,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Integrated AMD Graphics/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BRIN  ","35,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3OTc4MjY1NDI2Mjc5MDI3OjE3Mjg4Mzk2OTg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTA3NDQwMDY5MTk4OjozOjo&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R400BGIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26cv_ct_cx%3Dlaptops%26dib%3DeyJ2IjoiMSJ9.f8rNl7BQ49LJt4a3lyolHSwbE9uvmkqi385K2Vzduv2BvbiQfeXBPvUYaDtSTKwEh5NlDp8SPKruBZeAWMWPvA.w22HWIIigYCxADohFtRb5Zf6abXJ42OcjoCAVrCWGAo%26dib_tag%3Dse%26keywords%3Dlaptops%26pd_rd_i%3DB09MM58Y7Q%26pd_rd_r%3Db6bbaf51-35f3-44fa-beb4-b03be71c7252%26pd_rd_w%3DbKunT%26pd_rd_wg%3D5z9vO%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D3H9JT5FWEHW4179VGET7%26qid%3D1728839698%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
31,"Lenovo LOQ 2024 Intel Core i5-13450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB Graphics/MSO 21/1Yr ADP Free/3 Mon Game Pass/Grey/2.4Kg), 83DV007GIN  ","83,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3OTc4MjY1NDI2Mjc5MDI3OjE3Mjg4Mzk2OTg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDI2NTAzOTMzMjo6NDo6&url=%2FLenovo-i5-13450HX-300Nits-Graphics-83DV007GIN%2Fdp%2FB0D49W5KZP%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26cv_ct_cx%3Dlaptops%26dib%3DeyJ2IjoiMSJ9.f8rNl7BQ49LJt4a3lyolHSwbE9uvmkqi385K2Vzduv2BvbiQfeXBPvUYaDtSTKwEh5NlDp8SPKruBZeAWMWPvA.w22HWIIigYCxADohFtRb5Zf6abXJ42OcjoCAVrCWGAo%26dib_tag%3Dse%26keywords%3Dlaptops%26pd_rd_i%3DB0D49W5KZP%26pd_rd_r%3Db6bbaf51-35f3-44fa-beb4-b03be71c7252%26pd_rd_w%3DbKunT%26pd_rd_wg%3D5z9vO%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D3H9JT5FWEHW4179VGET7%26qid%3D1728839698%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
32,"HP 15 Intel Core i5 13th Gen (16GB DDR4 RAM/ 512 GB NVMe M.2 SSD/Windows 11 / MS Office'2021 / FHD 15.6"" (39.6 cm) + Backlit Keyboard/Silver / 1.59 kg/Dual Speakers) fd0221TU / Laptop  ","55,880",https://amazon.in//HP-Windows-Backlit-Keyboard-fd0221TU/dp/B0CTKHG3F6/ref=sr_1_22?dib=eyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo&dib_tag=se&keywords=laptops&qid=1728839698&sr=8-22
33,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM|256 GB SSD|14"" (39.6 cm) HD|Windows 11|MS Office|WiFi|BT|Webcam|Intel Graphics)  ","14,499",https://amazon.in//gp/bestsellers/amazon-renewed/76338878031/ref=sr_bs_6_76338878031_1
34,HP 15s Core i5 12th Gen (16GB RAM/512GB SSD/FHD/MS Office 21 /Backlit Keyboard /15.6-inch (39.6 cm)/FHD/Windows 11/Silver/1.69 kg) fy5009TU Laptop  ,"50,990",https://amazon.in//HP-Backlit-Keyboard-15-6-inch-fy5009TU/dp/B0D4M66F6R/ref=sr_1_4?dib=eyJ2IjoiMSJ9.0yK2l9sAtFSM5oX7Z1gIgKgceZ2IJOiszkuLcYhlpe3N6lwMpJkLZlD_Vs2c9QM5oT9BuF_9azRdm8XvLrxrydZu9_-iWVVHGPTILIFGqHXDPkg5tqzHvj7kTdjKdWyWAu6A9ChbzlpK_8JvDNgKRyoyTpH_vsI_Jpke1cd0H7N7aLA994C846c1jZXWpMBjjaUBD8xXt5Qryky3hbO8P1yiCT3F_-2HfuCSB9XO0NI.O_XJOVXlYxL-M_vsSN7nueONB8jvpp8nVXP57P5_cyE&dib_tag=se&keywords=laptops&qid=1728839692&sr=8-4
35,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg  ","36,990",https://amazon.in//Dell-Inspiron-3530-i3-1305U-Comfortview/dp/B0C4ZM63RP/ref=sr_1_24?dib=eyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo&dib_tag=se&keywords=laptops&qid=1728839698&sr=8-24
36,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN  ","49,190",https://amazon.in//Lenovo-IdeaPad-i5-12450H-35-5cm-83EQ005VIN/dp/B0D6MPVN7B/ref=sr_1_25?dib=eyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo&dib_tag=se&keywords=laptops&qid=1728839698&sr=8-25
37,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 Whr/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG  ","18,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSYS6B/ref=sr_1_26?dib=eyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo&dib_tag=se&keywords=laptops&qid=1728839698&sr=8-26
38,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 mon Game Pass/Grey/1.6Kg), 83EM008GIN  ","59,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMTEwNTczNjM3MjU2NDA0OjE3Mjg4Mzk2OTg6c3BfbXRmOjMwMDIyNDI3MzIxNDAzMjo6MDo6&url=%2FLenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN%2Fdp%2FB0D6NCVQZQ%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1728839698%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
39,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Mon. Game Pass/1Yr ADP Free/Grey/2.4Kg), 83GS00CKIN  ","59,940",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMTEwNTczNjM3MjU2NDA0OjE3Mjg4Mzk2OTg6c3BfbXRmOjMwMDM0MTk2OTg3OTgzMjo6MDo6&url=%2FLenovo-i5-12450HX-39-6cm-300Nits-83GS00CKIN%2Fdp%2FB0D8L6R3T3%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.zit00vrTtKI7O4VmqqOQ9-sZU89kJ6cYgU_znt4mLrBzladPH3FN7kDe8rVsblhD-Pw5KFNxbps1iMlcVyl_x-Lzdw2Mlc3fJdGeHEqAd1_ySFMnK64t0IAmH0OwqynJ0KvWP7f2n0fO_nrXuBFDg0W5YBfWkOgj6H_WIkAnH1j17w_Zjb8t4FjzOsZpWIumEtLIdioCZ4AZJY1rLliVKLGrxPPrmUPUsOgvXUsn0Ao.ujO_4WUNdu6ysexli-yEMcyE10UHP8AjUqS1zpZ3kfo%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1728839698%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
